Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,TimeOccurrence
204,2020-11-01 16:00:00,2020-01-09 11:00:00,09-01-2020 13:00,14,427,13,16,0,2,1,5,1,2020-03-14 16:00:00,13:00
205,2020-11-01 04:00:00,2020-01-09 12:00:00,10-01-2020 02:34,8,340,17,59,0,4,1,13,1,2020-03-03 04:00:00,02:34
206,2020-09-01 22:00:00,2020-01-09 13:00:00,09-01-2020 23:51,25,246,20,44,0,6,3,7,1,2020-02-29 22:00:00,23:51
207,2020-11-01 08:00:00,2020-01-09 14:00:00,10-01-2020 12:37,2,376,3,21,0,0,1,3,1,2020-02-10 08:00:00,12:37
208,2020-09-01 19:00:00,2020-01-09 15:00:00,09-01-2020 20:15,20,542,1,59,1,6,3,2,0,,20:15
209,2020-10-01 11:00:00,2020-01-09 16:00:00,09-01-2020 17:29,8,257,7,41,0,1,1,17,0,,17:29
210,2020-12-01 03:00:00,2020-01-09 17:00:00,10-01-2020 06:07,13,573,14,43,0,3,1,18,1,2020-01-14 03:00:00,06:07
211,2020-11-01 10:00:00,2020-01-09 18:00:00,09-01-2020 20:05,3,148,3,15,1,1,1,6,0,,20:05
212,2020-10-01 00:00:00,2020-01-09 19:00:00,10-01-2020 14:15,5,439,8,34,1,0,0,17,0,,14:15
213,2020-11-01 23:00:00,2020-01-09 20:00:00,10-01-2020 07:00,13,598,11,19,0,2,3,6,1,2020-01-21 23:00:00,07:00
214,2020-11-01 05:00:00,2020-01-09 21:00:00,10-01-2020 02:45,2,239,20,73,1,1,3,13,1,2020-03-13 05:00:00,02:45
215,2020-11-01 16:00:00,2020-01-09 22:00:00,10-01-2020 00:56,5,267,16,44,1,1,3,1,1,2021-09-01 16:00:00,00:56
216,2020-10-01 16:00:00,2020-01-09 23:00:00,10-01-2020 09:23,1,163,17,14,0,3,1,18,0,,09:23
217,2020-12-01 18:00:00,2020-01-10 00:00:00,10-01-2020 05:32,13,572,3,73,1,6,1,2,1,2020-02-23 18:00:00,05:32
218,2020-11-01 15:00:00,2020-01-10 01:00:00,10-01-2020 23:36,24,561,9,49,0,4,1,18,0,,23:36
219,2020-12-01 20:00:00,2020-01-10 02:00:00,10-01-2020 08:44,21,336,18,61,1,4,2,10,0,,08:44
220,2020-12-01 11:00:00,2020-01-10 03:00:00,10-01-2020 17:27,18,563,2,68,0,3,1,18,0,,17:27
221,2020-10-01 23:00:00,2020-01-10 04:00:00,11-01-2020 03:16,13,218,20,24,0,6,3,1,1,2020-02-15 23:00:00,03:16
222,2020-11-01 08:00:00,2020-01-10 05:00:00,10-01-2020 05:29,15,276,13,69,0,5,1,7,1,2020-01-22 08:00:00,05:29
223,2020-11-01 21:00:00,2020-01-10 06:00:00,10-01-2020 19:37,2,570,9,55,0,5,1,11,0,,19:37
224,2020-12-01 21:00:00,2020-01-10 07:00:00,10-01-2020 23:31,4,307,15,49,0,3,3,19,1,2020-05-01 21:00:00,23:31
225,2020-10-01 19:00:00,2020-01-10 08:00:00,11-01-2020 00:10,2,153,4,40,0,2,1,5,1,2020-04-01 19:00:00,00:10
226,2020-10-01 15:00:00,2020-01-10 09:00:00,10-01-2020 15:46,24,340,10,51,0,1,1,8,0,,15:46
227,2020-12-01 16:00:00,2020-01-10 10:00:00,10-01-2020 23:35,17,365,19,35,0,5,1,15,1,2020-03-16 16:00:00,23:35
228,2020-10-01 16:00:00,2020-01-10 11:00:00,11-01-2020 01:56,21,269,3,65,0,0,1,6,0,,01:56
229,,2020-01-10 12:00:00,11-01-2020 04:03,10,247,20,61,0,4,3,18,1,2020-02-25 05:00:00,04:03
230,2020-11-01 00:00:00,2020-01-10 13:00:00,11-01-2020 08:27,1,190,19,35,1,5,1,8,0,,08:27
231,2020-12-01 23:00:00,2020-01-10 14:00:00,10-01-2020 22:47,21,429,11,45,1,0,3,1,0,,22:47
232,2020-12-01 15:00:00,2020-01-10 15:00:00,11-01-2020 04:38,20,547,0,32,0,6,0,12,1,2020-02-15 15:00:00,04:38
233,2020-12-01 17:00:00,2020-01-10 16:00:00,10-01-2020 19:09,17,136,10,11,0,4,1,9,0,,19:09
234,2020-11-01 17:00:00,2020-01-10 17:00:00,11-01-2020 03:46,13,254,1,40,1,5,3,14,0,,03:46
235,2020-12-01 21:00:00,2020-01-10 18:00:00,10-01-2020 20:30,17,514,18,23,0,2,2,19,1,2020-01-14 21:00:00,20:30
236,,2020-01-10 19:00:00,10-01-2020 22:34,15,105,0,14,1,5,0,12,1,2020-04-07 02:00:00,22:34
237,2020-12-01 13:00:00,2020-01-10 20:00:00,11-01-2020 06:53,28,561,4,23,1,4,1,7,0,,06:53
238,2020-12-01 02:00:00,2020-01-10 21:00:00,11-01-2020 04:23,4,583,4,35,1,3,1,4,0,,04:23
239,2020-12-01 17:00:00,2020-01-10 22:00:00,11-01-2020 10:13,5,418,8,65,1,3,0,15,0,,10:13
240,2020-11-01 11:00:00,2020-01-10 23:00:00,11-01-2020 11:41,8,466,8,51,0,3,0,13,0,,11:41
241,2020-12-01 14:00:00,2020-01-11 00:00:00,11-01-2020 00:34,17,402,3,35,0,4,1,17,0,,00:34
242,2020-11-01 08:00:00,2020-01-11 01:00:00,11-01-2020 03:03,2,188,19,59,0,0,1,1,1,2020-02-12 08:00:00,03:03
243,2020-12-01 01:00:00,2020-01-11 02:00:00,11-01-2020 11:51,21,512,9,48,0,3,1,4,1,2020-04-06 01:00:00,11:51
244,,2020-01-11 03:00:00,11-01-2020 10:11,11,388,16,18,0,5,3,19,1,2020-08-21 22:00:00,10:11
245,,2020-01-11 04:00:00,11-01-2020 14:49,18,423,15,58,0,2,3,17,1,2020-06-27 00:00:00,14:49
246,2020-11-01 21:00:00,2020-01-11 05:00:00,11-01-2020 17:14,13,399,12,65,0,3,1,7,0,,17:14
247,,2020-01-11 06:00:00,11-01-2020 08:58,18,432,7,38,0,0,1,6,1,2020-03-24 11:00:00,08:58
248,,2020-01-11 07:00:00,11-01-2020 20:32,1,262,11,77,0,1,3,13,1,2020-02-28 03:00:00,20:32
249,,2020-01-11 08:00:00,12-01-2020 07:14,25,293,5,70,0,1,3,8,1,2020-03-26 23:00:00,07:14
250,,2020-01-11 09:00:00,11-01-2020 21:57,18,164,7,11,0,4,1,17,1,2020-01-23 22:00:00,21:57
251,,2020-01-11 10:00:00,12-01-2020 02:39,5,342,8,45,0,4,0,13,0,,02:39
252,,2020-01-11 11:00:00,11-01-2020 15:11,25,182,17,71,0,2,1,3,1,2020-03-31 05:00:00,15:11
253,2020-12-01 03:00:00,2020-01-11 12:00:00,12-01-2020 01:17,8,362,18,11,1,4,2,10,1,2020-02-06 03:00:00,01:17
254,2020-12-01 18:00:00,2020-01-11 13:00:00,11-01-2020 15:04,19,123,12,39,1,6,1,3,1,2020-01-20 18:00:00,15:04
255,,2020-01-11 14:00:00,11-01-2020 21:38,16,233,8,68,1,1,0,18,0,,21:38
256,,2020-01-11 15:00:00,12-01-2020 06:45,13,581,14,76,1,1,1,9,1,2020-01-20 17:00:00,06:45
257,2020-12-01 13:00:00,2020-01-11 16:00:00,12-01-2020 00:13,8,230,7,47,1,0,1,4,1,2020-02-10 13:00:00,00:13
258,2020-11-01 19:00:00,2020-01-11 17:00:00,11-01-2020 17:21,1,402,11,22,0,4,3,18,0,,17:21
259,2020-12-01 22:00:00,2020-01-11 18:00:00,11-01-2020 22:11,17,151,7,33,1,5,1,8,1,2020-04-02 22:00:00,22:11
260,,2020-01-11 19:00:00,12-01-2020 08:18,9,366,13,55,0,2,1,11,0,,08:18
261,2020-12-01 20:00:00,2020-01-11 20:00:00,12-01-2020 01:13,4,542,2,11,0,6,1,7,1,2020-05-28 20:00:00,01:13
262,2020-12-01 22:00:00,2020-01-11 21:00:00,12-01-2020 07:49,7,145,3,49,1,0,1,13,1,2020-02-06 22:00:00,07:49
263,2020-12-01 20:00:00,2020-01-11 22:00:00,12-01-2020 08:50,13,142,11,56,0,5,3,12,0,,08:50
264,,2020-01-11 23:00:00,12-01-2020 22:04,12,261,16,69,0,3,3,11,1,2020-12-18 22:00:00,22:04
265,2020-12-01 17:00:00,2020-01-12 00:00:00,12-01-2020 19:08,28,152,3,79,0,0,1,14,1,2020-02-21 17:00:00,19:08
266,2020-12-01 12:00:00,2020-01-12 01:00:00,12-01-2020 03:39,4,430,11,17,0,1,3,19,0,,03:39
267,,2020-01-12 02:00:00,12-01-2020 08:13,18,203,12,71,0,1,1,6,0,,08:13
268,,2020-01-12 03:00:00,12-01-2020 23:31,12,508,13,16,0,3,1,8,1,2020-01-24 10:00:00,23:31
269,2020-12-01 14:00:00,2020-01-12 04:00:00,12-01-2020 08:35,24,590,15,71,1,4,3,10,0,,08:35
270,,2020-01-12 05:00:00,12-01-2020 07:42,23,491,17,50,1,1,1,11,1,2020-02-28 00:00:00,07:42
271,,2020-01-12 06:00:00,12-01-2020 08:31,9,586,6,38,1,0,1,8,0,,08:31
272,,2020-01-12 07:00:00,12-01-2020 23:49,8,292,14,39,0,3,1,3,1,2020-02-06 20:00:00,23:49
273,,2020-01-12 08:00:00,12-01-2020 11:51,5,584,11,36,1,4,3,3,0,,11:51
274,,2020-01-12 09:00:00,12-01-2020 14:37,2,515,20,56,0,6,3,6,0,,14:37
275,,2020-01-12 10:00:00,13-01-2020 04:01,3,350,18,78,1,0,2,16,0,,04:01
276,,2020-01-12 11:00:00,13-01-2020 06:07,1,546,1,21,1,4,3,1,0,,06:07
277,2020-12-01 23:00:00,2020-01-12 12:00:00,13-01-2020 10:15,9,115,1,10,0,5,3,14,0,,10:15
278,,2020-01-12 13:00:00,12-01-2020 13:29,3,254,18,44,0,3,2,7,0,,13:29
279,,2020-01-12 14:00:00,13-01-2020 04:56,4,410,18,58,1,3,2,8,1,2020-01-30 09:00:00,04:56
280,,2020-01-12 15:00:00,13-01-2020 04:19,15,217,13,45,0,0,1,18,1,2020-04-07 05:00:00,04:19
281,,2020-01-12 16:00:00,13-01-2020 10:14,23,189,8,12,0,5,0,3,0,,10:14
282,,2020-01-12 17:00:00,13-01-2020 00:49,15,180,9,62,0,4,1,2,1,2020-03-14 12:00:00,00:49
283,,2020-01-12 18:00:00,13-01-2020 01:20,15,215,2,48,0,0,1,7,0,,01:20
284,,2020-01-12 19:00:00,13-01-2020 03:34,17,481,0,55,0,6,0,5,1,2020-03-28 19:00:00,03:34
285,,2020-01-12 20:00:00,13-01-2020 15:38,9,577,1,70,0,0,3,6,0,,15:38
286,,2020-01-12 21:00:00,13-01-2020 05:53,17,212,17,38,1,4,1,11,1,2020-03-25 04:00:00,05:53
287,,2020-01-12 22:00:00,13-01-2020 16:05,21,244,20,12,0,1,3,3,1,2020-02-01 00:00:00,16:05
288,,2020-01-12 23:00:00,13-01-2020 01:39,2,363,11,30,0,2,3,9,1,2020-03-29 15:00:00,01:39
289,,2020-01-13 00:00:00,13-01-2020 15:29,4,550,12,25,0,0,1,3,1,2020-01-25 08:00:00,15:29
290,,2020-01-13 01:00:00,13-01-2020 10:14,1,484,7,22,0,4,1,9,0,,10:14
291,,2020-01-13 02:00:00,13-01-2020 08:25,4,515,17,69,0,1,1,15,0,,08:25
292,,2020-01-13 03:00:00,13-01-2020 20:23,4,307,2,31,0,5,1,16,0,,20:23
293,,2020-01-13 04:00:00,13-01-2020 11:50,25,289,2,59,1,5,1,9,0,,11:50
294,,2020-01-13 05:00:00,13-01-2020 10:55,4,562,1,51,0,0,3,4,1,2020-02-07 17:00:00,10:55
295,,2020-01-13 06:00:00,13-01-2020 11:43,2,568,5,48,1,5,3,6,1,2020-03-07 15:00:00,11:43
296,,2020-01-13 07:00:00,13-01-2020 13:14,13,262,19,62,1,4,1,4,1,2020-01-25 17:00:00,13:14
297,,2020-01-13 08:00:00,13-01-2020 16:27,5,546,18,50,1,1,2,5,0,,16:27
298,,2020-01-13 09:00:00,14-01-2020 04:47,13,199,11,32,1,1,3,19,1,2020-01-26 06:00:00,04:47
299,,2020-01-13 10:00:00,14-01-2020 04:55,23,513,16,40,0,4,3,1,0,,04:55
300,,2020-01-13 11:00:00,14-01-2020 04:57,18,256,15,55,0,0,3,7,1,2020-04-05 07:00:00,04:57
301,,2020-01-13 12:00:00,14-01-2020 08:43,10,390,11,64,1,6,3,6,0,,08:43
302,,2020-01-13 13:00:00,14-01-2020 00:49,4,206,0,59,0,6,0,12,1,2020-04-09 01:00:00,00:49
303,,2020-01-13 14:00:00,13-01-2020 21:22,12,491,5,12,0,0,3,4,0,,21:22
304,,2020-01-13 15:00:00,13-01-2020 20:23,11,139,14,30,0,6,1,11,1,2020-01-17 00:00:00,20:23
305,,2020-01-13 16:00:00,13-01-2020 16:47,21,126,18,13,0,3,2,13,1,2020-01-21 22:00:00,16:47
306,,2020-01-13 17:00:00,14-01-2020 07:31,6,431,8,27,1,5,0,19,0,,07:31
307,,2020-01-13 18:00:00,13-01-2020 22:40,12,528,18,50,0,2,2,3,1,2020-01-15 01:00:00,22:40
308,,2020-01-13 19:00:00,14-01-2020 07:24,9,282,3,66,0,4,1,5,0,,07:24
309,,2020-01-13 20:00:00,14-01-2020 17:26,2,577,16,26,1,2,3,12,1,2021-07-10 12:00:00,17:26
310,,2020-01-13 21:00:00,14-01-2020 16:26,1,494,5,35,0,5,3,9,1,2020-01-30 17:00:00,16:26
311,,2020-01-13 22:00:00,14-01-2020 16:21,5,395,6,29,0,6,1,6,1,2020-04-04 17:00:00,16:21
312,,2020-01-13 23:00:00,14-01-2020 12:22,13,276,0,32,0,2,0,11,0,,12:22
313,,2020-01-14 00:00:00,14-01-2020 16:05,2,560,6,37,0,2,1,13,0,,16:05
314,,2020-01-14 01:00:00,14-01-2020 04:12,2,217,1,18,0,2,3,6,0,,04:12
315,,2020-01-14 02:00:00,14-01-2020 17:13,12,389,2,60,1,5,1,1,1,2020-04-24 04:00:00,17:13
316,,2020-01-14 03:00:00,14-01-2020 19:05,5,361,2,42,1,4,1,11,1,2020-07-01 20:00:00,19:05
317,,2020-01-14 04:00:00,14-01-2020 12:47,17,269,5,42,0,3,3,1,1,2020-01-23 13:00:00,12:47
318,,2020-01-14 05:00:00,14-01-2020 19:04,19,106,3,67,1,6,1,5,0,,19:04
319,,2020-01-14 06:00:00,14-01-2020 13:56,14,330,19,79,0,4,1,13,0,,13:56
320,,2020-01-14 07:00:00,15-01-2020 02:59,2,190,0,41,1,3,0,2,0,,02:59
321,,2020-01-14 08:00:00,14-01-2020 17:56,21,446,9,45,1,5,1,7,0,,17:56
322,,2020-01-14 09:00:00,14-01-2020 15:37,13,503,18,62,1,6,2,18,1,2020-01-28 16:00:00,15:37
323,,2020-01-14 10:00:00,14-01-2020 21:12,2,471,0,64,0,1,0,18,0,,21:12
324,,2020-01-14 11:00:00,14-01-2020 18:59,17,526,9,67,1,3,1,6,0,,18:59
325,,2020-01-14 12:00:00,14-01-2020 20:43,2,589,17,67,0,1,1,6,1,2020-01-31 07:00:00,20:43
326,,2020-01-14 13:00:00,15-01-2020 05:46,28,344,19,45,0,1,1,9,0,,05:46
327,,2020-01-14 14:00:00,15-01-2020 12:44,20,470,15,53,0,5,3,15,0,,12:44
328,,2020-01-14 15:00:00,15-01-2020 13:02,2,506,2,68,1,2,1,6,0,,13:02
329,,2020-01-14 16:00:00,15-01-2020 02:16,17,187,0,70,1,3,0,7,0,,02:16
330,,2020-01-14 17:00:00,15-01-2020 16:31,24,570,6,42,0,4,1,5,1,2020-02-23 16:00:00,16:31
331,,2020-01-14 18:00:00,15-01-2020 13:53,5,358,0,15,0,5,0,18,1,2020-03-25 00:00:00,13:53
332,,2020-01-14 19:00:00,14-01-2020 21:22,5,586,12,57,1,3,1,17,1,2020-02-10 16:00:00,21:22
333,,2020-01-14 20:00:00,15-01-2020 07:04,17,534,3,70,1,1,1,14,1,2020-03-12 07:00:00,07:04
334,,2020-01-14 21:00:00,15-01-2020 13:22,8,225,19,42,1,6,1,8,0,,13:22
335,,2020-01-14 22:00:00,15-01-2020 21:18,2,331,17,77,0,5,1,1,0,,21:18
336,,2020-01-14 23:00:00,15-01-2020 20:02,1,359,17,40,0,6,1,5,1,2020-02-12 02:00:00,20:02
337,,2020-01-15 00:00:00,15-01-2020 15:06,5,574,3,53,0,4,1,7,0,,15:06
338,,2020-01-15 01:00:00,15-01-2020 06:07,6,477,16,21,1,4,3,12,1,2020-08-31 22:00:00,06:07
339,,2020-01-15 02:00:00,15-01-2020 10:01,12,419,5,64,0,6,3,6,1,2020-03-16 06:00:00,10:01
340,,2020-01-15 03:00:00,15-01-2020 17:40,1,167,14,36,0,3,1,13,1,2020-02-07 20:00:00,17:40
341,,2020-01-15 04:00:00,15-01-2020 16:24,21,101,15,14,0,3,3,12,1,2020-07-13 08:00:00,16:24
342,,2020-01-15 05:00:00,16-01-2020 04:41,5,356,13,30,0,0,1,10,0,,04:41
343,,2020-01-15 06:00:00,15-01-2020 21:41,21,390,4,46,1,2,1,16,1,2020-03-30 23:00:00,21:41
344,,2020-01-15 07:00:00,15-01-2020 07:58,7,559,1,48,0,6,3,3,1,2020-04-12 06:00:00,07:58
345,,2020-01-15 08:00:00,15-01-2020 10:55,16,344,16,60,0,2,3,19,0,,10:55
346,,2020-01-15 09:00:00,16-01-2020 04:37,5,385,2,11,1,2,1,13,0,,04:37
347,,2020-01-15 10:00:00,16-01-2020 09:08,17,236,5,76,0,4,3,14,0,,09:08
348,,2020-01-15 11:00:00,16-01-2020 05:33,5,277,12,55,1,3,1,13,1,2020-02-13 06:00:00,05:33
349,,2020-01-15 12:00:00,16-01-2020 09:42,14,343,18,17,0,6,2,19,0,,09:42
350,,2020-01-15 13:00:00,15-01-2020 18:19,2,387,14,50,0,5,1,7,1,2020-02-09 10:00:00,18:19
351,,2020-01-15 14:00:00,16-01-2020 05:48,21,168,20,73,0,2,3,2,0,,05:48
352,,2020-01-15 15:00:00,16-01-2020 01:58,17,270,4,44,0,0,1,11,1,2020-02-25 19:00:00,01:58
353,,2020-01-15 16:00:00,16-01-2020 09:30,5,205,12,64,0,1,1,12,1,2020-03-07 09:00:00,09:30
354,,2020-01-15 17:00:00,16-01-2020 05:24,27,272,7,78,0,1,1,12,1,2020-03-20 12:00:00,05:24
355,,2020-01-15 18:00:00,16-01-2020 00:09,19,226,10,54,0,4,1,8,0,,00:09
356,,2020-01-15 19:00:00,15-01-2020 21:21,21,562,2,25,0,5,1,19,0,,21:21
357,,2020-01-15 20:00:00,16-01-2020 16:30,5,328,4,44,1,3,1,11,0,,16:30
358,,2020-01-15 21:00:00,16-01-2020 09:44,14,224,6,12,0,2,1,2,0,,09:44
359,,2020-01-15 22:00:00,16-01-2020 18:11,14,503,1,31,0,4,3,3,1,2020-03-04 20:00:00,18:11
360,,2020-01-15 23:00:00,16-01-2020 04:29,13,418,2,14,0,1,1,2,1,2020-04-12 03:00:00,04:29
361,,2020-01-16 00:00:00,16-01-2020 01:07,16,568,12,14,1,3,1,9,0,,01:07
362,,2020-01-16 01:00:00,16-01-2020 16:35,15,502,4,26,0,5,1,17,1,2020-02-04 17:00:00,16:35
363,,2020-01-16 02:00:00,16-01-2020 13:30,10,227,12,51,0,2,1,6,0,,13:30
364,,2020-01-16 03:00:00,16-01-2020 12:08,18,583,13,11,0,6,1,16,0,,12:08
365,,2020-01-16 04:00:00,16-01-2020 06:19,10,417,11,43,0,6,3,15,0,,06:19
366,,2020-01-16 05:00:00,16-01-2020 09:39,18,512,9,69,1,6,1,14,0,,09:39
367,,2020-01-16 06:00:00,16-01-2020 08:38,19,511,12,59,1,3,1,13,0,,08:38
368,,2020-01-16 07:00:00,16-01-2020 21:25,4,392,13,31,1,6,1,15,0,,21:25
369,,2020-01-16 08:00:00,16-01-2020 11:57,9,151,12,46,0,1,1,7,0,,11:57
370,,2020-01-16 09:00:00,17-01-2020 02:08,2,213,3,28,1,5,1,19,1,2020-03-29 04:00:00,02:08
371,,2020-01-16 10:00:00,17-01-2020 08:59,7,339,7,62,0,3,1,19,0,,08:59
372,,2020-01-16 11:00:00,17-01-2020 06:35,5,286,8,36,0,3,0,15,0,,06:35
373,,2020-01-16 12:00:00,16-01-2020 21:32,5,282,16,24,0,0,3,8,0,,21:32
374,,2020-01-16 13:00:00,16-01-2020 13:15,16,552,5,36,0,4,3,8,1,2020-02-25 08:00:00,13:15
375,,2020-01-16 14:00:00,16-01-2020 20:37,5,510,6,28,0,4,1,11,0,,20:37
376,,2020-01-16 15:00:00,17-01-2020 04:29,14,558,2,29,0,0,1,19,1,2020-03-31 11:00:00,04:29
377,,2020-01-16 16:00:00,16-01-2020 17:57,9,432,2,44,1,0,1,18,1,2020-04-15 23:00:00,17:57
378,,2020-01-16 17:00:00,17-01-2020 11:31,17,103,2,27,0,6,1,12,1,2020-06-11 19:00:00,11:31
379,,2020-01-16 18:00:00,17-01-2020 00:53,5,456,6,19,0,3,1,8,0,,00:53
380,,2020-01-16 19:00:00,17-01-2020 14:11,7,148,6,36,0,0,1,2,1,2020-04-11 00:00:00,14:11
381,,2020-01-16 20:00:00,16-01-2020 20:42,24,349,11,69,0,0,3,6,1,2020-02-12 04:00:00,20:42
382,,2020-01-16 21:00:00,17-01-2020 10:33,17,587,11,63,0,5,3,3,1,2020-04-01 10:00:00,10:33
383,,2020-01-16 22:00:00,17-01-2020 08:06,12,102,16,38,0,4,3,18,0,,08:06
384,,2020-01-16 23:00:00,17-01-2020 02:48,25,136,12,73,0,1,1,9,0,,02:48
385,,2020-01-17 00:00:00,17-01-2020 15:49,21,203,3,57,1,5,1,9,0,,15:49
386,,2020-01-17 01:00:00,17-01-2020 06:21,17,159,11,45,0,2,3,11,0,,06:21
387,,2020-01-17 02:00:00,17-01-2020 23:14,9,210,3,13,0,5,1,17,0,,23:14
388,,2020-01-17 03:00:00,18-01-2020 01:17,22,454,18,59,0,5,2,12,1,2020-01-24 16:00:00,01:17
389,,2020-01-17 04:00:00,17-01-2020 06:55,21,118,11,79,0,4,3,19,1,2020-04-09 20:00:00,06:55
390,,2020-01-17 05:00:00,17-01-2020 11:59,18,243,3,19,1,1,1,12,0,,11:59
391,,2020-01-17 06:00:00,17-01-2020 07:59,5,343,3,51,0,2,1,19,0,,07:59
392,,2020-01-17 07:00:00,17-01-2020 17:42,5,409,12,54,0,3,1,17,1,2020-03-10 12:00:00,17:42
393,,2020-01-17 08:00:00,17-01-2020 13:19,14,489,20,54,1,5,3,10,0,,13:19
394,,2020-01-17 09:00:00,18-01-2020 04:19,17,524,4,56,1,4,1,9,0,,04:19
395,,2020-01-17 10:00:00,17-01-2020 22:19,1,324,17,65,0,4,1,4,0,,22:19
396,,2020-01-17 11:00:00,18-01-2020 01:40,5,161,5,35,0,1,3,8,0,,01:40
397,,2020-01-17 12:00:00,18-01-2020 06:50,4,248,2,69,1,1,1,7,0,,06:50
398,,2020-01-17 13:00:00,18-01-2020 00:41,10,367,15,78,0,2,3,1,1,2020-02-27 15:00:00,00:41
399,,2020-01-17 14:00:00,18-01-2020 04:02,12,378,3,19,0,1,1,1,0,,04:02
400,,2020-01-17 15:00:00,18-01-2020 09:27,17,120,18,67,0,3,2,19,0,,09:27
401,,2020-01-17 16:00:00,17-01-2020 19:49,16,567,6,66,0,3,1,3,0,,19:49
402,,2020-01-17 17:00:00,18-01-2020 03:18,0,169,2,36,0,6,1,12,1,2020-04-29 05:00:00,03:18
403,,2020-01-17 18:00:00,17-01-2020 23:02,13,505,3,52,1,4,1,15,0,,23:02
404,,2020-01-17 19:00:00,18-01-2020 15:11,26,280,11,77,0,1,3,6,0,,15:11
405,,2020-01-17 20:00:00,18-01-2020 00:27,21,456,11,38,0,6,3,9,1,2020-03-31 10:00:00,00:27
406,,2020-01-17 21:00:00,18-01-2020 01:42,23,522,2,14,0,5,1,7,1,2020-03-25 01:00:00,01:42
407,,2020-01-17 22:00:00,18-01-2020 12:06,8,305,7,69,1,4,1,1,0,,12:06
408,,2020-01-17 23:00:00,18-01-2020 16:06,26,491,5,52,0,5,3,19,1,2020-04-14 17:00:00,16:06
409,,2020-01-18 00:00:00,18-01-2020 11:14,12,219,14,72,1,1,1,18,0,,11:14
410,,2020-01-18 01:00:00,18-01-2020 10:38,4,505,17,49,0,1,1,11,1,2020-04-13 09:00:00,10:38
411,,2020-01-18 02:00:00,18-01-2020 21:32,13,500,8,29,1,5,0,7,1,2020-03-08 01:00:00,21:32
412,,2020-01-18 03:00:00,18-01-2020 20:04,17,129,13,46,1,3,1,17,1,2020-03-28 14:00:00,20:04
413,,2020-01-18 04:00:00,18-01-2020 21:47,2,213,20,60,0,4,3,12,1,2020-02-19 02:00:00,21:47
414,,2020-01-18 05:00:00,19-01-2020 01:23,5,267,9,30,0,6,1,14,0,,01:23
415,,2020-01-18 06:00:00,18-01-2020 07:58,20,371,20,52,0,3,3,2,1,2020-03-31 09:00:00,07:58
416,,2020-01-18 07:00:00,18-01-2020 19:33,1,481,3,23,0,3,1,10,0,,19:33
417,,2020-01-18 08:00:00,18-01-2020 13:59,25,532,17,47,0,1,1,9,1,2020-04-15 09:00:00,13:59
418,,2020-01-18 09:00:00,19-01-2020 04:50,5,342,15,36,1,3,3,2,1,2020-07-16 02:00:00,04:50
419,,2020-01-18 10:00:00,18-01-2020 18:29,15,237,5,40,1,3,3,16,1,2020-03-21 17:00:00,18:29
420,,2020-01-18 11:00:00,18-01-2020 23:45,10,205,15,12,0,6,3,17,1,2020-03-16 20:00:00,23:45
421,,2020-01-18 12:00:00,18-01-2020 18:00,7,142,16,66,0,6,3,15,0,,18:00
422,,2020-01-18 13:00:00,18-01-2020 17:06,4,367,2,33,0,4,1,1,0,,17:06
423,,2020-01-18 14:00:00,19-01-2020 03:05,8,163,13,28,1,6,1,9,1,2020-04-06 21:00:00,03:05
424,,2020-01-18 15:00:00,19-01-2020 03:08,17,342,18,40,0,3,2,19,0,,03:08
425,,2020-01-18 16:00:00,19-01-2020 03:35,14,539,12,45,1,6,1,9,1,2020-03-16 03:00:00,03:35
426,,2020-01-18 17:00:00,19-01-2020 12:57,13,176,4,73,0,0,1,16,0,,12:57
427,,2020-01-18 18:00:00,19-01-2020 12:57,8,566,7,29,0,1,1,15,1,2020-04-08 11:00:00,12:57
428,,2020-01-18 19:00:00,18-01-2020 20:36,2,250,8,33,0,5,0,3,1,2020-03-23 00:00:00,20:36
429,,2020-01-18 20:00:00,19-01-2020 12:48,8,557,12,16,1,4,1,2,0,,12:48
430,,2020-01-18 21:00:00,19-01-2020 20:16,5,471,2,46,0,0,1,5,1,2020-03-17 18:00:00,20:16
431,,2020-01-18 22:00:00,19-01-2020 05:59,10,232,11,14,0,4,3,9,1,2020-02-04 22:00:00,05:59
432,,2020-01-18 23:00:00,19-01-2020 08:30,17,456,12,76,0,2,1,8,0,,08:30
433,,2020-01-19 00:00:00,19-01-2020 23:38,11,467,2,61,1,1,1,14,0,,23:38
434,,2020-01-19 01:00:00,19-01-2020 20:58,10,598,16,45,1,5,3,4,0,,20:58
435,,2020-01-19 02:00:00,19-01-2020 05:19,10,368,9,13,0,5,1,18,1,2020-02-12 09:00:00,05:19
436,,2020-01-19 03:00:00,19-01-2020 18:52,5,523,2,53,0,3,1,7,1,2020-06-02 17:00:00,18:52
437,,2020-01-19 04:00:00,19-01-2020 22:02,24,319,15,17,1,6,3,6,0,,22:02
438,,2020-01-19 05:00:00,20-01-2020 00:09,5,300,14,18,0,4,1,10,1,2020-01-29 17:00:00,00:09
439,,2020-01-19 06:00:00,19-01-2020 22:48,5,298,2,18,0,6,1,4,0,,22:48
440,,2020-01-19 07:00:00,20-01-2020 01:19,16,217,6,79,0,2,1,10,1,2020-04-05 03:00:00,01:19
